entryid,cityid,stationid,timeid,weathercondition,temperature,humidity,windspeed,visibility,airpressure,dataqualityindicator,remarks,pollutionmetricid,meteorologicalmetricid
3866,3,5,2,Foggy,15.18,80.99,2.1,10.68,1010.96,Hazardous,"Need spend whole newspaper sell. Development image view area.
Generation I herself think follow around couple. Anything water thank pass teach field billion same.",1,7
3867,3,8,42,Rainy,17.08,45.61,6.24,2.38,958.23,Good,Music political term stage cold stop current. Itself store institution production ok detail current.,2,7
3868,10,9,54,Rainy,-1.7,60.83,17.62,7.84,951.63,Very Poor,"Senior social also very four card. Easy activity serve no another.
Direction attorney feeling important meet. Hotel book idea reduce today four both. Town weight fast night begin ten.",4,8
3869,9,7,65,Snowy,9.19,21.42,6.91,47.68,1088.72,Hazardous,Behavior force condition soldier quickly able stand. Set drive start recently population. Our dinner officer offer machine lose.,2,9
3870,5,7,77,Snowy,2.57,66.78,12.39,32.35,1032.4,Moderate,"Throw bad former exactly believe. While hard mission officer sometimes attorney around necessary.
Morning will happen common. Rule face away image perhaps. Hear imagine career give budget.",1,6
3871,7,15,7,Snowy,0.28,85.24,5.66,32.82,1035.42,Moderate,"Red music smile tree positive live center. Call third pattern.
Manage low teach. Food benefit responsibility American leader word. Position lawyer reach service future describe.",4,9
3872,9,20,32,Rainy,8.38,45.57,16.17,38.22,957.68,Hazardous,"Size sense claim. Word personal provide building bit say.
Issue a blood power. Control to heavy suffer know.
Carry themselves wind two.",5,10
3873,10,16,71,Clear,3.53,8.72,7.86,17.94,961.78,Good,"Home health hope effect. Million production itself fire.
Economy white space woman building star war. Ten fine soldier society two bank.
Late chair finally though world drug.",2,7
3874,10,12,41,Snowy,-9.26,44.71,12.82,16.3,963.35,Moderate,Appear defense whole one. Authority check expert energy build wrong race spend. Adult design most scientist visit ground right.,3,10
3875,4,13,11,Foggy,30.91,57.44,16.89,18.14,1008.05,Hazardous,"Determine interest course quality put thing. Own star six.
Any test clearly wish by attention institution player. Across especially line where.",5,9
3876,5,4,51,Foggy,5.25,76.6,2.26,2.75,1048.12,Good,"Thus show wear outside including learn. Life entire necessary once see. Crime poor newspaper himself claim. There security their.
In last note feel. Story large personal myself event add push work.",2,7
3877,3,8,19,Cloudy,11.83,98.72,10.12,35.47,1029.13,Very Poor,Form what maintain sing yeah when. Day central game laugh call now use. Stock these speech. Through candidate next alone management place say happy.,3,8
3975,1,1,15,Snowy,24.29,77.51,8.53,24.05,996.3,Poor,Clearly page position note always able economic. Student good bank by approach. History consider act blue prove. Far step party according.,5,8
3878,10,8,21,Clear,-7.64,10.37,10.73,35.74,968.28,Poor,"Decade base prepare itself tax bed defense. According positive million should medical support best political.
Thus the husband pressure grow message professor issue. Ahead door seem call.",3,6
3879,2,19,12,Snowy,6.23,90.9,18.63,44.08,1007.33,Poor,House economy offer sure up administration line. Throughout skin allow particularly her evening lawyer sign.,2,7
3880,10,14,47,Cloudy,31.03,39.6,11.63,26.51,982.54,Hazardous,"Response election next school.
Represent board call administration choose. Return keep report involve artist class value stop. Mean officer magazine eat tough street.",5,10
3881,8,7,48,Snowy,20.56,1.74,1.84,47.96,1084.0,Good,Their data reflect perform environmental. Natural quite but hospital mean strong raise travel. Wrong none TV affect man person.,4,9
3882,10,2,6,Foggy,-9.31,56.42,5.95,9.17,953.93,Moderate,"Return allow tend writer way. Personal usually blood cell open fact tax.
Mention just now social teach. Choose amount other true degree himself third.",4,10
3883,6,7,59,Foggy,21.13,74.81,18.73,44.89,1066.92,Hazardous,Garden section over provide speak hot wait. Its north rule central. Key concern politics dog century. Happen kitchen him control mother sometimes.,4,10
3884,1,18,93,Snowy,31.49,20.42,16.08,25.27,1001.11,Poor,"Cell sport less employee perform represent week hear. View house impact before.
Baby office trip my ever difference. Bed to everything question leave risk. Wrong any you care peace by sit chair.",4,10
3885,1,10,48,Foggy,39.44,98.68,18.21,13.44,955.64,Very Poor,"Ground partner general. Actually town trip pay attention. Place certain approach less out consumer style.
Issue step ready parent. Certainly attack weight both low huge although down.",3,6
3886,2,9,17,Snowy,0.86,93.18,7.25,39.61,1096.15,Very Poor,"Stop plan list his. Fall right them good product. Win put impact live.
Will movement magazine guess glass everyone. His nearly possible whom article put performance local. Less war others.",2,10
3887,9,3,23,Rainy,13.11,94.89,0.25,49.27,992.93,Good,"Name together week radio light look. Team about animal social quality leader.
Single PM show go however next. Develop force student election structure contain huge.",2,10
3888,4,15,55,Cloudy,35.36,15.93,14.92,26.23,976.29,Hazardous,"When total occur. Ball kind force power.
Should wonder sort black almost bank. Shake certainly trade away.
Political crime special difference main serious. Light small rich character.",2,7
3889,6,18,45,Clear,8.49,61.66,13.32,23.38,976.26,Very Poor,"Say clearly among travel prepare. Over image lose. Father likely guess grow official very.
Daughter case owner. Plant thing plan hotel.",3,9
3890,7,15,41,Cloudy,-3.46,51.64,2.31,15.51,965.81,Moderate,Rich yourself dinner act whole feeling. Quality information outside bill short. Debate phone woman bag fast stay.,3,6
3891,2,13,27,Foggy,13.34,86.08,14.0,46.41,1033.2,Poor,"Goal affect least tree traditional. Hard rest source trouble.
Customer something which official. Dream political exist evening mission as language.",5,10
3892,9,9,24,Foggy,34.33,39.29,9.35,37.14,960.98,Poor,"Nothing live assume wrong ability. Black these kid once real military ok. Hour west team process peace name.
Unit heart night stay. Arm compare few realize simply. Media various standard expert.",1,10
3893,5,12,53,Cloudy,34.7,96.04,1.13,34.91,1003.87,Moderate,"Hair keep professor travel not stop already. Radio service understand cell because nor probably.
Student plan author behind detail. Agree store evening save.",1,6
3894,5,16,83,Snowy,36.48,48.02,9.4,3.19,904.23,Hazardous,"Rate enter deep recently call move. Me method thank black man against.
Serve court purpose media look you if leader. Thank management hot record. Gun mouth member yeah.",2,10
3895,4,14,15,Cloudy,20.3,89.26,1.69,25.34,1004.18,Hazardous,Player surface husband stuff. To level everyone cover there democratic. Local power teacher matter budget hotel although campaign. Although something hospital coach.,1,10
3896,4,19,93,Rainy,-6.43,60.59,12.36,32.18,929.41,Poor,"Begin south dog their than. Care clear perform magazine film professor factor.
Consider election first support guy college arm. Forget certainly foreign at your what. Every series might nice let.",3,10
3897,1,17,34,Rainy,34.06,37.08,17.99,18.31,1067.83,Very Poor,Discover eye mouth race traditional experience. Especially spend question ask financial. Expect question place else see myself southern.,3,10
3898,3,4,4,Snowy,33.06,40.7,16.57,41.22,988.92,Good,"Particularly free message agent way. Stock laugh moment model and.
Short finally trouble dream large figure. Hope hold may while attack never marriage suffer.",4,9
3899,2,18,29,Cloudy,11.99,32.78,8.62,14.05,1015.92,Hazardous,"Indicate bed race task. Learn term over successful evening. Store lose Congress role sea form.
Do class describe economy forward condition. Result room indicate talk.",4,9
3900,4,2,54,Clear,21.42,73.26,5.34,38.88,1025.86,Moderate,Kind best program theory can action rather. Test pressure age century station.,1,7
3901,3,14,90,Foggy,26.5,84.34,2.0,3.08,918.05,Good,Likely radio mother any politics bad let. Fill staff country job per approach allow walk. Team million throughout focus.,2,10
3902,9,15,25,Cloudy,-2.22,88.05,2.01,47.26,1078.89,Good,"Issue radio specific.
Defense simply strategy very pay meeting answer. Six rise quickly beyond radio recent natural.",1,6
3903,5,14,90,Foggy,26.44,88.38,10.29,1.6,1054.38,Moderate,"Final wrong order campaign. Fire within only fine eat president you.
Measure contain people. Treatment step particular.",5,10
3904,3,11,85,Rainy,39.73,91.96,1.84,2.43,1047.01,Very Poor,"Draw building must test card. Animal foreign fear scientist step ball. Cause animal majority several economy career serious.
Prepare sure those school. Site market subject tend trouble friend real.",5,6
3905,5,6,35,Clear,11.55,42.47,19.37,7.86,956.49,Moderate,"Describe situation occur possible method imagine. Analysis rock whom way plan open.
Light product hold allow. Drive movie sell prevent lead vote. Group pass hospital necessary where.",1,7
3906,4,18,81,Rainy,32.65,8.67,14.25,30.96,998.63,Very Poor,"Reduce next indicate company miss good. Like TV spring program reveal town quite.
Determine goal glass husband seem participant fish. Property discuss care upon record that.",2,6
3907,6,19,25,Rainy,39.12,30.24,11.33,29.8,1007.3,Hazardous,Fly crime activity investment. Article country capital agent serve win.,5,7
3908,9,7,100,Clear,36.33,56.67,10.21,39.98,989.86,Moderate,"Box room sense mean store have return. Animal site even side.
Western benefit experience suggest agreement art small. Soldier offer religious pressure voice dog lead.",1,8
3910,5,9,63,Cloudy,-5.45,99.43,2.61,32.06,1030.61,Moderate,These believe off explain year face huge. Student deep billion whatever teach agent. Near local kind establish cultural. Later these responsibility pressure head.,2,10
3911,5,10,51,Rainy,15.2,5.47,14.7,35.04,993.93,Very Poor,Music help anything help measure teacher. Past painting agree song cell scene. Probably will visit that.,2,8
3912,1,2,49,Snowy,6.91,49.49,11.38,13.03,1055.72,Moderate,"Method these black discover deal. Official enough onto.
Production make perform although allow true. World spend relate. Black unit successful. Stock time response develop marriage.",3,8
3913,1,18,20,Clear,10.04,38.11,13.01,4.7,1062.68,Moderate,"Protect sea make avoid me still. Major support short drug.
Dog exist off blood realize cultural appear throw. No deal money cell people huge.",3,7
3914,6,5,63,Foggy,1.98,17.53,4.61,14.48,925.23,Moderate,"Finish cost TV. Without tough discover west though among foreign traditional. Nation citizen thank force maybe head.
Behavior dog citizen happen show. Case positive lot old.",5,10
3915,10,8,35,Foggy,2.83,38.38,16.22,8.36,977.74,Poor,History book other force. Whatever speak lose commercial keep science end color. Herself herself party him.,3,10
3916,2,17,48,Foggy,37.91,9.19,10.53,37.14,1051.53,Very Poor,"Company someone wonder.
Week yard understand find old. Already agency peace south start sell piece. Traditional hard which with.",1,7
3917,10,6,90,Rainy,10.5,87.65,8.59,20.73,1070.3,Very Poor,Pass recognize position side leader close even. Main since land page. Ok realize never product open particularly poor across. Speech cup yet this.,4,10
3918,7,7,83,Rainy,5.22,75.44,18.44,1.25,1067.83,Moderate,"Front evening analysis commercial study foot. Husband foot choice.
His much Congress source. Serve this too try detail now finally.",2,7
3919,5,13,83,Snowy,23.47,90.46,9.22,19.75,974.22,Hazardous,"Painting fire third energy wife. What method determine respond power.
Enjoy near defense cover learn government law. Affect debate light research. Pretty above over politics all.",3,8
3920,6,17,11,Snowy,30.91,15.31,3.94,24.26,1065.99,Poor,"None part half right window provide final. Hair often throughout do. Represent treatment plan wife rise foot.
Case skin speech pull forward street. Unit international today.",1,7
3921,5,13,44,Snowy,6.67,11.11,11.92,8.56,978.13,Good,Water hope guess sister case draw issue. Rise mind financial together none report only speak. Draw recognize entire unit. Draw think prove card because throw.,3,8
3922,7,7,6,Foggy,5.99,63.97,14.88,14.45,1082.42,Hazardous,"Interview assume somebody leg. Accept easy before return. Though modern follow final main.
Camera court class baby window. Himself to must speak board why art.",2,8
3923,8,16,9,Cloudy,4.15,9.99,6.3,24.43,932.0,Hazardous,Perform early around by develop police oil. Floor score factor sound.,4,6
3924,7,15,85,Clear,0.36,71.28,1.41,19.33,1043.15,Very Poor,"Eye southern area alone enjoy look. House husband quite have leader that election.
Employee blood rich. Ready would our star thus investment.",1,6
3925,3,20,91,Foggy,-7.38,13.09,2.44,14.33,1073.26,Very Poor,Process worker short environmental relationship boy hope development. Help including stock be.,3,10
